अंस (अंस्)	 । चु॰	 सेट्	 उ॰ । 	अं॑सँ॑ 		समाघाते 	१०।	०४६० ॥
व्यथ्	 । भ्वा॰	 सेट्	 आ॰ । 	व्य॑थँ॒ 		भयसञ्चलनयोः 	०१।	०८६८ ॥
व्यध्	 । दि॰	 अनिट्	 प॰ । 	व्य॒धँ॑ 		ताडने 	०४।	००७८ ॥
व्यप्	 । चु॰	 सेट्	 उ॰ । 	व्य॑पँ॑ 		क्षेपे 	१०।	०१३६ ॥
व्यय (व्यय्)	 । चु॰	 सेट्	 उ॰ । 	व्य॑यँ॑ 		वित्तसमुत्सर्गे 	१०।	०४७८ ॥
व्यय्	 । चु॰	 सेट्	 उ॰ । 	व्य॑यँ॑ 		[क्षेपे [चत्येके]] 	१०।	०१३७ ॥
व्यय्	 । भ्वा॰	 सेट्	 उ॰ । 	व्य॑यँ॒॑ 		गतौ 	०१।	१०२४ ॥
व्युष्	 । दि॰	 सेट्	 प॰ । 	व्यु॑षँ॑ 		दाहे 	०४।	०११४ ॥
व्युष्	 । दि॰	 सेट्	 प॰ । 	व्यु॑षँ॑ 		विभागे 	०४।	०००८ ॥
व्युस्	 । दि॰	 सेट्	 प॰ । 	व्यु॑सँ॑ 		[विभागे] इत्येके 	१०।	०२७६ ॥
व्युस्	 । चु॰	 सेट्	 उ॰ । 	व्यु॑सँ॑ 		[हसने । सहने चेत्येके] इत्येके 	०४।	०११५ ॥
व्ये	 । भ्वा॰	 अनिट्	 उ॰ । 	व्ये॒ञ् 		संवरणे 	०१।	११६२ ॥
व्रज्	 । भ्वा॰	 सेट्	 प॰ । 	व्र॑जँ॑ 		[गतौ] 	०१।	०२४७ ॥
व्रज्	 । भ्वा॰	 सेट्	 प॰ । 	व्र॑जँ॑ 		गतौ 	०१।	०२८६ ॥
व्रज्	 । चु॰	 सेट्	 उ॰ । 	व्र॑जँ॑ 		मार्गसंस्कारगत्योः 	१०।	०१०९ ॥
व्रञ्ज्	 । भ्वा॰	 सेट्	 प॰ । 	व्र॑जिँ॑ 		[गतौ] 	०१।	०२४८ ॥
व्रण (व्रण्)	 । चु॰	 सेट्	 उ॰ । 	व्र॑णँ॑ 		गात्रविचूर्णने 	१०।	०४८३ ॥
व्रण्	 । भ्वा॰	 सेट्	 प॰ । 	व्र॑णँ॑ 	(ब्र॑णँ॑)	[शब्दार्थः] 	०१।	०५१९ ॥
व्रश्च्	 । तु॰	 सेट्	 प॰ । 	ओँ॑व्र॑श्चूँ॑ 		छेदने 	०६।	००१२ ॥
व्री	 । क्र्या॰	 अनिट्	 प॰ । 	व्री॒ 		वरणे 	०९।	००४० ॥
व्री	 । दि॰	 अनिट्	 आ॰ । 	व्री॒ङ् 		वृणोत्यर्थेँ 	०४।	००३५ ॥
व्रीड्	 । दि॰	 सेट्	 प॰ । 	व्री॑डँ॑ 		चोदने लज्जायां च 	०४।	००२१ ॥
व्रुड्	 । तु॰	 सेट्	 प॰ । 	व्रु॑डँ॑ 		संवरणे 	०६।	०१२७ ॥
व्रूष्	 । चु॰	 सेट्	 उ॰ । 	व्रू॑षँ॑ 		[हिंसायाम्] इत्यन्ये 	१०।	०१७६ ॥
व्रूस्	 । चु॰	 सेट्	 उ॰ । 	व्रू॑सँ॑ 		[[हिंसायाम्] इत्येके] 	१०।	०१७४ ॥
व्ली	 । क्र्या॰	 अनिट्	 प॰ । 	व्ली॒ 		वरणे 	०९।	००३७ ॥
शंस्	 । भ्वा॰	 सेट्	 प॰ । 	शं॑सुँ॑ 		स्तुतौ । दुर्गतावपीत्येके (इति दुर्गः) 	०१।	०८२९ ॥
शक्	 । दि॰	 अनिट्	 उ॰ । 	श॒कँ॒॑ 		विभाषितो मर्षणे 	०४।	००८४ ॥
शक्	 । स्वा॰	 अनिट्	 प॰ । 	श॒कॢँ॑ 		शक्तौ 	०५।	००१७ ॥
शङ्क्	 । भ्वा॰	 सेट्	 आ॰ । 	श॑किँ॒ 		शङ्कायाम् 	०१।	००९१ ॥
शच्	 । भ्वा॰	 सेट्	 आ॰ । 	श॑चँ॒ 		व्यक्तायां वाचि 	०१।	०१८९ ॥
शट्	 । भ्वा॰	 सेट्	 प॰ । 	श॑टँ॑ 		रुजाविशरणगत्यवसादनेषु 	०१।	०३३६ ॥
शठ (शठ्)	 । चु॰	 सेट्	 उ॰ । 	श॑ठँ॑ 		[सम्यगवभाषणे] 	१०।	०३९२ ॥
शठ्	 । चु॰	 सेट्	 उ॰ । 	श॑ठँ॑ 		[असंस्कारगत्योः] 	१०।	००४१ ॥
शठ्	 । भ्वा॰	 सेट्	 प॰ । 	श॑ठँ॑ 		[हिंसासङ्क्लेशनयोः] कैतवे च 	०१।	०३९४ ॥
शठ्	 । चु॰	 सेट्	 आ॰ । 	श॑ठँ॒ 		श्लाघायाम् 	१०।	०२१४ ॥
शण्	 । भ्वा॰	 सेट्	 प॰ । 	श॑णँ॑ 		[[गतौ] दाने च] । शणँ गतावित्यन्ये 	०१।	०९०६ ॥
शण्ड्	 । भ्वा॰	 सेट्	 आ॰ । 	श॑डिँ॒ 		रुजायां सङ्घाते च 	०१।	०३१३ ॥
शद्	 । तु॰	 अनिट्	 प॰ । 	श॒दॢँ॑ 		शातने 	०६।	०१६४ ॥
शद्	 । भ्वा॰	 अनिट्	 प॰ । 	श॒दॢँ॑ 		शातने 	०१।	०९९१ ॥
शप्	 । दि॰	 अनिट्	 उ॰ । 	श॒पँ॒॑ 		आक्रोशे 	०४।	००६४ ॥
शप्	 । भ्वा॰	 अनिट्	 उ॰ । 	श॒पँ॒॑ 		आक्रोशे 	०१।	११५५ ॥
शब्द्	 । चु॰	 सेट्	 उ॰ । 	श॑ब्दँ॑ 		[भाषणे] (शब्दक्रियायाम् ।) उपसर्गादाविष्कारे च 	१०।	०२३९ ॥
शम्	 । चु॰	 सेट्	 आ॰ । 	श॑मँ॒ 		[आलोचने] । शमो दर्शने (न मित् - १।९५२) 	०४।	००९८ ॥
शम्	 । दि॰	 सेट्	 प॰ । 	श॑मुँ॑ 		उपशमे 	१०।	०२१८ ॥
शम्ब्	 । चु॰	 सेट्	 उ॰ । 	श॑म्बँ॑ 		[सम्बन्धने] च 	१०।	००३१ ॥
शर्ब्	 । भ्वा॰	 सेट्	 प॰ । 	श॑र्बँ॑ 		[गतौ] 	०१।	०४८९ ॥
शर्व्	 । भ्वा॰	 सेट्	 प॰ । 	श॑र्वँ॑ 		[हिंसायाम्] 	०१।	०६६८ ॥
शल्	 । भ्वा॰	 सेट्	 प॰ । 	श॑लँ॑ 		[गतौ] 	०१।	०९७७ ॥
शल्	 । भ्वा॰	 सेट्	 आ॰ । 	श॑लँ॒ 		चलनसंवरणयोः 	०१।	०५६३ ॥
शल्भ्	 । भ्वा॰	 सेट्	 आ॰ । 	श॑ल्भँ॒ 		कत्थने 	०१।	०४५५ ॥
शव्	 । भ्वा॰	 सेट्	 प॰ । 	श॑वँ॑ 		गतौ 	०१।	०८२६ ॥
शश्	 । भ्वा॰	 सेट्	 प॰ । 	श॑शँ॑ 		प्लुतगतौ 	०१।	०८२७ ॥
शष्	 । भ्वा॰	 सेट्	 प॰ । 	श॑षँ॑ 		[हिंसार्थः] 	०१।	०७८६ ॥
शस्	 । भ्वा॰	 सेट्	 प॰ । 	श॑सुँ॑ 		हिंसायाम् 	०१।	०८२८ ॥
शाख्	 । भ्वा॰	 सेट्	 प॰ । 	शा॑खृँ॑ 		[व्याप्तौ] 	०१।	०१३४ ॥
शाड्	 । भ्वा॰	 सेट्	 आ॰ । 	शा॑डृँ॒ 		श्लाघायाम् 	०१।	०३२४ ॥
शान्	 । भ्वा॰	 सेट्	 उ॰ । 	शा॑नँ॒॑ 		तेजने (अवतेजने) 	०१।	११५० ॥
शान्त्व्	 । चु॰	 सेट्	 उ॰ । 	शा॑न्त्वँ॑ 		[सामप्रयोगे] इत्येके 	१०।	००५२ ॥
शास्	 । अ॰	 सेट्	 प॰ । 	शा॑सुँ॑ 		अनुशिष्टौ 	०२।	००७० ॥
शि	 । स्वा॰	 अनिट्	 उ॰ । 	शि॒ञ् 		निशाने 	०५।	०००३ ॥
शिक्ष्	 । भ्वा॰	 सेट्	 आ॰ । 	शि॑क्षँ॒ 		विद्योपादाने 	०१।	०६८९ ॥
शिङ्ख्	 । भ्वा॰	 सेट्	 प॰ । 	शि॑खिँ॑ 		[गत्यर्थः] इत्यपि केचित् 	०१।	०१७४ ॥
शिङ्घ्	 । भ्वा॰	 सेट्	 प॰ । 	शि॑घिँ॑ 		आघ्राणे 	०१।	०१८४ ॥
शिञ्ज्	 । अ॰	 सेट्	 आ॰ । 	शि॑जिँ॒ 		अव्यक्ते शब्दे 	०२।	००१९ ॥
शिट्	 । भ्वा॰	 सेट्	 प॰ । 	शि॑टँ॑ 		[अनादरे] 	०१।	०३४० ॥
शिल्	 । तु॰	 सेट्	 प॰ । 	शि॑लँ॑ 		[उञ्छे] 	०६।	००८९ ॥
शिष्	 । भ्वा॰	 सेट्	 प॰ । 	शि॑षँ॑ 		[हिंसार्थः] 	०१।	०७८३ ॥
शिष्	 । चु॰	 सेट्	 उ॰ । 	शि॑षँ॑ 		असर्वोपयोगे 	०७।	००१४ ॥
शिष्	 । रु॰	 अनिट्	 प॰ । 	शि॒षॢँ॑ 		विशेषणे 	१०।	०३४९ ॥
शी	 । अ॰	 सेट्	 आ॰ । 	शी॑ङ् 		स्वप्ने 	०२।	००२६ ॥
शीक्	 । चु॰	 सेट्	 उ॰ । 	शी॑कँ॑ 		[[भाषार्थः] च] 	१०।	०३६३ ॥
शीक्	 । चु॰	 सेट्	 उ॰ । 	शी॑कँ॑ 		आमर्षणे 	१०।	०३२० ॥
शीक्	 । भ्वा॰	 सेट्	 आ॰ । 	शी॑कृँ॒ 		सेचने 	०१।	००७८ ॥
शीभ्	 । भ्वा॰	 सेट्	 आ॰ । 	शी॑भृँ॒ 		[[कत्थने] च] 	०१।	०४४४ ॥
शील (शील्)	 । चु॰	 सेट्	 उ॰ । 	शी॑लँ॑ 		उपधारणे 	१०।	०४१९ ॥
शील्	 । भ्वा॰	 सेट्	 प॰ । 	शी॑लँ॑ 		समाधौ 	०१।	०६०१ ॥
शुक्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑कँ॑ 		गतौ 	०१।	०१२७ ॥
शुच्	 । दि॰	 सेट्	 उ॰ । 	ईँ॑शु॑चिँ॒॑र् 		पूतीभावे 	०४।	००६१ ॥
शुच्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑चँ॑ 		शोके 	०१।	०२१० ॥
शुच्य्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑च्यँ॑ 		अभिषवे 	०१।	०५९० ॥
शुठ्	 । चु॰	 सेट्	 उ॰ । 	शु॑ठँ॑ 		आलस्ये 	१०।	०१४६ ॥
शुठ्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑ठँ॑ 		गतिप्रतिघाते (प्रतिघाते) 	०१।	०३९५ ॥
शुण्ठ्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑ठिँ॑ 		[गतिप्रतिघाते (प्रतिघाते)] इत्येके 	०१।	०३९६ ॥
शुण्ठ्	 । चु॰	 सेट्	 उ॰ । 	शु॑ठिँ॑ 		शोषणे 	१०।	०१४७ ॥
शुण्ठ्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑ठिँ॑ 		शोषणे 	०१।	०३९९ ॥
शुध्	 । दि॰	 अनिट्	 प॰ । 	शु॒धँ॑ 		शौचे 	०४।	००८८ ॥
शुन्	 । तु॰	 सेट्	 प॰ । 	शु॑नँ॑ 		गतौ 	०६।	००६२ ॥
शुन्ध्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑न्धँ॑ 		शुद्धौ 	०१।	००७७ ॥
शुन्ध्	 । चु॰	 सेट्	 उ॰ । 	शु॑न्धँ॑ 		शौचकर्मणि 	१०।	०३६९ ॥
शुभ्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑भँ॑ 		[भाषने । भासन इत्येके । हिंसायामित्यन्ये] 	०१।	०८५३ ॥
शुभ्	 । तु॰	 सेट्	 प॰ । 	शु॑भँ॑ 		[शोभार्थे] 	०६।	००४६ ॥
शुभ्	 । भ्वा॰	 सेट्	 आ॰ । 	शु॑भँ॒ 		दीप्तौ 	०१।	०५०० ॥
शुम्भ्	 । भ्वा॰	 सेट्	 प॰ । 	शु॑म्भँ॑ 		भाषने । भासन इत्येके । हिंसायामित्यन्ये 	०१।	०५०१ ॥
शुम्भ्	 । तु॰	 सेट्	 प॰ । 	शु॑म्भँ॑ 		शोभार्थे 	०६।	००४७ ॥
शुल्क्	 । चु॰	 सेट्	 उ॰ । 	शु॑ल्कँ॑ 		अतिसर्जने (अतिस्पर्शने) 	१०।	०११० ॥
शुल्ब्	 । चु॰	 सेट्	 उ॰ । 	शु॑ल्बँ॑ 		माने 	१०।	०१०१ ॥
शुष्	 । दि॰	 अनिट्	 प॰ । 	शु॒षँ॑ 		शोषणे 	०४।	००८० ॥
शूर (शूर्)	 । चु॰	 सेट्	 आ॰ । 	शू॑रँ॒ 		[विक्रान्तौ] 	१०।	०४४४ ॥
शूर्	 । दि॰	 सेट्	 आ॰ । 	शू॑रीँ॒ 		हिंसास्तम्भनयोः (हिंसस्तम्भयोः) 	०४।	००५२ ॥
शूर्प्	 । चु॰	 सेट्	 उ॰ । 	शू॑र्पँ॑ 		च [माने] 	१०।	०१०२ ॥
शूल्	 । भ्वा॰	 सेट्	 प॰ । 	शू॑लँ॑ 		रुजायां सङ्घाते च 	०१।	०६०४ ॥
शूष्	 । भ्वा॰	 सेट्	 प॰ । 	शू॑षँ॑ 		प्रसवे 	०१।	०७७३ ॥
शृध्	 । भ्वा॰	 सेट्	 उ॰ । 	शृ॑धुँ॒॑ 		[उन्दने] 	०१।	०८६४ ॥
शृध्	 । चु॰	 सेट्	 उ॰ । 	शृ॑धुँ॑ 		प्रसहने 	१०।	०२६० ॥
शृध्	 । भ्वा॰	 सेट्	 आ॰ । 	शृ॑धुँ॒ 		शब्दकुत्सायाम् 	०१।	१०१४ ॥
